Index,Token,Location,Speaker,Listened Language,Token,Tag1,Tag2,Tag
11363,then,"Toronto, Ontario",Martin Ward,English,then,Eng,,Eng
11364,rigged,"Toronto, Ontario",Martin Ward,English,rigged,Eng,,Eng
11365,the,"Toronto, Ontario",Martin Ward,English,the,Eng,,Eng
11366,bomb,"Toronto, Ontario",Martin Ward,English,bomb,Eng,,Eng
11367,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
11368,The,"Toronto, Ontario",Martin Ward,English,The,Eng,,Eng
11369,show,"Toronto, Ontario",Martin Ward,English,show,Eng,,Eng
11370,wasn't,"Toronto, Ontario",Martin Ward,English,wasn't,Eng,,Eng
11371,that,"Toronto, Ontario",Martin Ward,English,that,Eng,,Eng
11372,long,"Toronto, Ontario",Martin Ward,English,long,Eng,,Eng
11373,0,"Toronto, Ontario",Martin Ward,English,0,Punct,,Punct
11374,Il,"Toronto, Ontario",David Bouchard,French,Il,Fr,,Fr
11375,est,"Toronto, Ontario",David Bouchard,French,est,Fr,,Fr
11376,pas,"Toronto, Ontario",David Bouchard,French,pas,Fr,,Fr
11377,tout,"Toronto, Ontario",David Bouchard,French,tout,Fr,,Fr
11378,seul,"Toronto, Ontario",David Bouchard,French,seul,Fr,,Fr
11379,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11380,Oui,"Montréal, Québec",Suzie,French,Oui,Fr,,Fr
11381,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11382,David,"Montréal, Québec",Suzie,French,David,NamedEnt,,NamedEnt
11383,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11384,Voyons,"Montréal, Québec",Suzie,French,Voyons,Fr,,Fr
11385,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11386,tu,"Montréal, Québec",Suzie,French,tu,Fr,,Fr
11387,parles,"Montréal, Québec",Suzie,French,parles,Fr,,Fr
11388,d',"Montréal, Québec",Suzie,French,d',Fr,,Fr
11389,une,"Montréal, Québec",Suzie,French,une,Fr,,Fr
11390,heure,"Montréal, Québec",Suzie,French,heure,Fr,,Fr
11391,pour,"Montréal, Québec",Suzie,French,pour,Fr,,Fr
11392,appeler,"Montréal, Québec",Suzie,French,appeler,Fr,,Fr
11393,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11394,Comment,"Toronto, Ontario",David Bouchard,French,Comment,Fr,,Fr
11395,ça,"Toronto, Ontario",David Bouchard,French,ça,Fr,,Fr
11396,va,"Toronto, Ontario",David Bouchard,French,va,Fr,,Fr
11397,à,"Toronto, Ontario",David Bouchard,French,à,Punct,,Punct
11398,la,"Toronto, Ontario",David Bouchard,French,la,Fr,,Fr
11399,maison,"Toronto, Ontario",David Bouchard,French,maison,Fr,,Fr
11400,?,"Toronto, Ontario",David Bouchard,French,?,Punct,,Punct
11401,Ça,"Montréal, Québec",Suzie,French,Ça,Fr,,Fr
11402,va,"Montréal, Québec",Suzie,French,va,Fr,,Fr
11403,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11404,T',"Montréal, Québec",Suzie,French,T',Fr,,Fr
11405,es,"Montréal, Québec",Suzie,French,es,Fr,,Fr
11406,bizarre,"Montréal, Québec",Suzie,French,bizarre,Fr,,Fr
11407,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11408,As,"Montréal, Québec",Suzie,French,As,Eng,,Eng
11409,-tu,"Montréal, Québec",Suzie,French,-tu,Fr,,Fr
11410,bu,"Montréal, Québec",Suzie,French,bu,Fr,,Fr
11411,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11412,Je,"Toronto, Ontario",David Bouchard,French,Je,Fr,,Fr
11413,sais,"Toronto, Ontario",David Bouchard,French,sais,Fr,,Fr
11414,pas,"Toronto, Ontario",David Bouchard,French,pas,Fr,,Fr
11415,",","Toronto, Ontario",David Bouchard,French,,,Punct,Punct
11416,on,"Toronto, Ontario",David Bouchard,French,on,Fr,,Fr
11417,dirait,"Toronto, Ontario",David Bouchard,French,dirait,Fr,,Fr
11418,que,"Toronto, Ontario",David Bouchard,French,que,Fr,,Fr
11419,je,"Toronto, Ontario",David Bouchard,French,je,Fr,,Fr
11420,m',"Toronto, Ontario",David Bouchard,French,m',Fr,,Fr
11421,ennuie,"Toronto, Ontario",David Bouchard,French,ennuie,Fr,,Fr
11422,",","Toronto, Ontario",David Bouchard,French,,,Punct,Punct
11423,j',"Toronto, Ontario",David Bouchard,French,j',Fr,,Fr
11424,ai,"Toronto, Ontario",David Bouchard,French,ai,Fr,,Fr
11425,les,"Toronto, Ontario",David Bouchard,French,les,Fr,,Fr
11426,blues,"Toronto, Ontario",David Bouchard,English,blues,Fr,,Fr
11427,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11428,Passe,"Toronto, Ontario",David Bouchard,French,Passe,Fr,,Fr
11429,-moi,"Toronto, Ontario",David Bouchard,French,-moi,Fr,,Fr
11430,donc,"Toronto, Ontario",David Bouchard,French,donc,Fr,,Fr
11431,Gabrielle,"Toronto, Ontario",David Bouchard,French,Gabrielle,NamedEnt,,NamedEnt
11432,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11433,David,"Montréal, Québec",Suzie,French,David,NamedEnt,,NamedEnt
11434,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11435,Gabrielle,"Montréal, Québec",Suzie,French,Gabrielle,NamedEnt,,NamedEnt
11436,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11437,elle,"Montréal, Québec",Suzie,French,elle,Fr,,Fr
11438,dort,"Montréal, Québec",Suzie,French,dort,Fr,,Fr
11439,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11440,là,"Montréal, Québec",Suzie,French,là,Fr,,Fr
11441,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11442,Comme,"Montréal, Québec",Suzie,French,Comme,Fr,,Fr
11443,n',"Montréal, Québec",Suzie,French,n',Fr,,Fr
11444,importe,"Montréal, Québec",Suzie,French,importe,Fr,,Fr
11445,qui,"Montréal, Québec",Suzie,French,qui,Fr,,Fr
11446,de,"Montréal, Québec",Suzie,French,de,Fr,,Fr
11447,normal,"Montréal, Québec",Suzie,French,normal,Fr,,Fr
11448,à,"Montréal, Québec",Suzie,French,à,Punct,,Punct
11449,cette,"Montréal, Québec",Suzie,French,cette,Fr,,Fr
11450,heure,"Montréal, Québec",Suzie,French,heure,Fr,,Fr
11451,-ci,"Montréal, Québec",Suzie,French,-ci,Fr,,Fr
11452,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11453,Je,"Toronto, Ontario",David Bouchard,French,Je,Fr,,Fr
11454,sais..,"Toronto, Ontario",David Bouchard,French,sais..,Fr,,Fr
11455,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11456,Je,"Toronto, Ontario",David Bouchard,French,Je,Fr,,Fr
11457,sais,"Toronto, Ontario",David Bouchard,French,sais,Fr,,Fr
11458,pas,"Toronto, Ontario",David Bouchard,French,pas,Fr,,Fr
11459,",","Toronto, Ontario",David Bouchard,French,,,Punct,Punct
11460,j',"Toronto, Ontario",David Bouchard,French,j',Fr,,Fr
11461,ai,"Toronto, Ontario",David Bouchard,French,ai,Fr,,Fr
11462,juste,"Toronto, Ontario",David Bouchard,French,juste,Fr,,Fr
11463,besoin,"Toronto, Ontario",David Bouchard,French,besoin,Fr,,Fr
11464,d',"Toronto, Ontario",David Bouchard,French,d',Fr,,Fr
11465,entendre,"Toronto, Ontario",David Bouchard,French,entendre,Fr,,Fr
11466,sa,"Toronto, Ontario",David Bouchard,French,sa,Fr,,Fr
11467,voix,"Toronto, Ontario",David Bouchard,French,voix,Fr,,Fr
11468,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11469,Hé,"Montréal, Québec",Suzie,French,Hé,Fr,,Fr
11470,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11471,qu',"Montréal, Québec",Suzie,French,qu',Fr,,Fr
11472,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11473,-ce,"Montréal, Québec",Suzie,French,-ce,Fr,,Fr
11474,que,"Montréal, Québec",Suzie,French,que,Fr,,Fr
11475,tu,"Montréal, Québec",Suzie,French,tu,Fr,,Fr
11476,me,"Montréal, Québec",Suzie,French,me,Fr,,Fr
11477,dis,"Montréal, Québec",Suzie,French,dis,Fr,,Fr
11478,pas,"Montréal, Québec",Suzie,French,pas,Fr,,Fr
11479,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11480,là,"Montréal, Québec",Suzie,French,là,Fr,,Fr
11481,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11482,S',"Toronto, Ontario",David Bouchard,French,S',Fr,,Fr
11483,il,"Toronto, Ontario",David Bouchard,French,il,Fr,,Fr
11484,te,"Toronto, Ontario",David Bouchard,French,te,Fr,,Fr
11485,plaît,"Toronto, Ontario",David Bouchard,French,plaît,Fr,,Fr
11486,",","Toronto, Ontario",David Bouchard,French,,,Punct,Punct
11487,Suzie,"Toronto, Ontario",David Bouchard,French,Suzie,NamedEnt,,NamedEnt
11488,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11489,Qu',"Montréal, Québec",Suzie,French,Qu',Fr,,Fr
11490,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11491,-ce,"Montréal, Québec",Suzie,French,-ce,Fr,,Fr
11492,qu',"Montréal, Québec",Suzie,French,qu',Fr,,Fr
11493,il,"Montréal, Québec",Suzie,French,il,Fr,,Fr
11494,y,"Montréal, Québec",Suzie,French,y,Fr,,Fr
11495,a,"Montréal, Québec",Suzie,French,a,Fr,,Fr
11496,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11497,OK,"Montréal, Québec",Suzie,French,OK,Fr,,Fr
11498,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11499,OK,"Montréal, Québec",Suzie,French,OK,Fr,,Fr
11500,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11501,J',"Montréal, Québec",Suzie,French,J',Fr,,Fr
11502,y,"Montréal, Québec",Suzie,French,y,Fr,,Fr
11503,vais,"Montréal, Québec",Suzie,French,vais,Fr,,Fr
11504,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11505,J',"Montréal, Québec",Suzie,French,J',Fr,,Fr
11506,y,"Montréal, Québec",Suzie,French,y,Fr,,Fr
11507,vais,"Montréal, Québec",Suzie,French,vais,Fr,,Fr
11508,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11509,J',"Montréal, Québec",Suzie,French,J',Fr,,Fr
11510,arrive,"Montréal, Québec",Suzie,French,arrive,Fr,,Fr
11511,en,"Montréal, Québec",Suzie,French,en,Fr,,Fr
11512,haut,"Montréal, Québec",Suzie,French,haut,Fr,,Fr
11513,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11514,Elle,"Montréal, Québec",Suzie,French,Elle,Fr,,Fr
11515,s',"Montréal, Québec",Suzie,French,s',Fr,,Fr
11516,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11517,couchée,"Montréal, Québec",Suzie,French,couchée,Fr,,Fr
11518,dans,"Montréal, Québec",Suzie,French,dans,Fr,,Fr
11519,ta,"Montréal, Québec",Suzie,French,ta,Fr,,Fr
11520,chambre,"Montréal, Québec",Suzie,French,chambre,Fr,,Fr
11521,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11522,Elle,"Montréal, Québec",Suzie,French,Elle,Fr,,Fr
11523,aussi,"Montréal, Québec",Suzie,French,aussi,Fr,,Fr
11524,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11525,elle,"Montréal, Québec",Suzie,French,elle,Fr,,Fr
11526,s',"Montréal, Québec",Suzie,French,s',Fr,,Fr
11527,ennuyait,"Montréal, Québec",Suzie,French,ennuyait,Fr,,Fr
11528,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11529,David,"Montréal, Québec",Suzie,French,David,NamedEnt,,NamedEnt
11530,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11531,La,"Montréal, Québec",Suzie,French,La,Fr,,Fr
11532,porte,"Montréal, Québec",Suzie,French,porte,Fr,,Fr
11533,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11534,ouverte,"Montréal, Québec",Suzie,French,ouverte,Fr,,Fr
11535,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11536,Elle,"Montréal, Québec",Suzie,French,Elle,Fr,,Fr
11537,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11538,partie,"Montréal, Québec",Suzie,French,partie,Fr,,Fr
11539,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11540,Elle,"Montréal, Québec",Suzie,French,Elle,Fr,,Fr
11541,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11542,pas,"Montréal, Québec",Suzie,French,pas,Fr,,Fr
11543,là,"Montréal, Québec",Suzie,French,là,Fr,,Fr
11544,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11545,Je,"Montréal, Québec",Suzie,French,Je,Fr,,Fr
11546,l',"Montréal, Québec",Suzie,French,l',Fr,,Fr
11547,ai,"Montréal, Québec",Suzie,French,ai,Fr,,Fr
11548,couchée,"Montréal, Québec",Suzie,French,couchée,Fr,,Fr
11549,tantôt,"Montréal, Québec",Suzie,French,tantôt,Fr,,Fr
11550,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11551,Elle,"Montréal, Québec",Suzie,French,Elle,Fr,,Fr
11552,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11553,pas,"Montréal, Québec",Suzie,French,pas,Fr,,Fr
11554,là,"Montréal, Québec",Suzie,French,là,Fr,,Fr
11555,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11556,Elle,"Montréal, Québec",Suzie,French,Elle,Fr,,Fr
11557,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11558,partie,"Montréal, Québec",Suzie,French,partie,Fr,,Fr
11559,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11560,David,"Montréal, Québec",Suzie,French,David,NamedEnt,,NamedEnt
11561,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11562,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
11563,Hello,"Toronto, Ontario",Martin Ward,English,Hello,Eng,,Eng
11564,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
11565,-0,"Toronto, Ontario",Martin Ward,English,-0,Punct,,Punct
11566,Who,"Toronto, Ontario",Martin Ward,English,Who,Eng,,Eng
11567,is,"Toronto, Ontario",Martin Ward,English,is,Eng,,Eng
11568,this,"Toronto, Ontario",Martin Ward,English,this,Eng,,Eng
11569,?,"Toronto, Ontario",Martin Ward,English,?,Punct,,Punct
11570,-0,"Montréal, Québec",Tattoo Killer,English,-0,Punct,,Punct
11571,Oh,"Montréal, Québec",Tattoo Killer,English,Oh,Eng,,Eng
11572,",","Montréal, Québec",Tattoo Killer,English,,,Punct,Punct
11573,it's,"Montréal, Québec",Tattoo Killer,English,it's,Eng,,Eng
11574,Detective,"Montréal, Québec",Tattoo Killer,English,Detective,Eng,,Eng
11575,Ward,"Montréal, Québec",Tattoo Killer,English,Ward,Eng,,Eng
11576,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11577,I,"Montréal, Québec",Tattoo Killer,English,I,Eng,,Eng
11578,have,"Montréal, Québec",Tattoo Killer,English,have,Eng,,Eng
11579,a,"Montréal, Québec",Tattoo Killer,English,a,Eng,,Eng
11580,call,"Montréal, Québec",Tattoo Killer,English,call,Eng,,Eng
11581,for,"Montréal, Québec",Tattoo Killer,English,for,Eng,,Eng
11582,Mr,"Montréal, Québec",Tattoo Killer,English,Mr,NamedEnt,,NamedEnt
11583,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11584,David,"Montréal, Québec",Tattoo Killer,English,David,NamedEnt,,NamedEnt
11585,Bouchard,"Montréal, Québec",Tattoo Killer,English,Bouchard,NamedEnt,,NamedEnt
11586,from,"Montréal, Québec",Tattoo Killer,English,from,Eng,,Eng
11587,his,"Montréal, Québec",Tattoo Killer,English,his,Eng,,Eng
11588,daughter,"Montréal, Québec",Tattoo Killer,English,daughter,Eng,,Eng
11589,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11590,Is,"Montréal, Québec",Tattoo Killer,English,Is,Eng,,Eng
11591,he,"Montréal, Québec",Tattoo Killer,English,he,Eng,,Eng
11592,available,"Montréal, Québec",Tattoo Killer,English,available,Eng,,Eng
11593,?,"Montréal, Québec",Tattoo Killer,English,?,Punct,,Punct
11594,Si,"Toronto, Ontario",David Bouchard,French,Si,Fr,,Fr
11595,tu,"Toronto, Ontario",David Bouchard,French,tu,Fr,,Fr
11596,touches,"Toronto, Ontario",David Bouchard,French,touches,Fr,,Fr
11597,à,"Toronto, Ontario",David Bouchard,French,à,Punct,,Punct
11598,mon,"Toronto, Ontario",David Bouchard,French,mon,Fr,,Fr
11599,bébé,"Toronto, Ontario",David Bouchard,French,bébé,Fr,,Fr
11600,",","Toronto, Ontario",David Bouchard,French,,,Punct,Punct
11601,je,"Toronto, Ontario",David Bouchard,French,je,Fr,,Fr
11602,te,"Toronto, Ontario",David Bouchard,French,te,Fr,,Fr
11603,tue,"Toronto, Ontario",David Bouchard,French,tue,Fr,,Fr
11604,",","Toronto, Ontario",David Bouchard,French,,,Punct,Punct
11605,mon,"Toronto, Ontario",David Bouchard,French,mon,Fr,,Fr
11606,tabarnak,"Toronto, Ontario",David Bouchard,French,tabarnak,Fr,,Fr
11607,!,"Toronto, Ontario",David Bouchard,French,!,Punct,,Punct
11608,-0,"Montréal, Québec",Tattoo Killer,English,-0,Punct,,Punct
11609,Your,"Montréal, Québec",Tattoo Killer,English,Your,Eng,,Eng
11610,daughter,"Montréal, Québec",Tattoo Killer,English,daughter,Eng,,Eng
11611,is,"Montréal, Québec",Tattoo Killer,English,is,Eng,,Eng
11612,fine,"Montréal, Québec",Tattoo Killer,English,fine,Eng,,Eng
11613,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11614,C',"Montréal, Québec",Tattoo Killer,French,C',Fr,,Fr
11615,est,"Montréal, Québec",Tattoo Killer,French,est,Fr,,Fr
11616,ton,"Montréal, Québec",Tattoo Killer,French,ton,Fr,,Fr
11617,père,"Montréal, Québec",Tattoo Killer,French,père,Fr,,Fr
11618,",","Montréal, Québec",Tattoo Killer,French,,,Punct,Punct
11619,Gabrielle,"Montréal, Québec",Tattoo Killer,French,Gabrielle,NamedEnt,,NamedEnt
11620,0,"Montréal, Québec",Tattoo Killer,French,0,Punct,,Punct
11621,Papa,"Montréal, Québec",Gabrielle,French,Papa,Fr,,Fr
11622,",","Montréal, Québec",Gabrielle,French,,,Punct,Punct
11623,viens,"Montréal, Québec",Gabrielle,French,viens,Fr,,Fr
11624,me,"Montréal, Québec",Gabrielle,French,me,Fr,,Fr
11625,chercher,"Montréal, Québec",Gabrielle,French,chercher,Fr,,Fr
11626,!,"Montréal, Québec",Gabrielle,French,!,Punct,,Punct
11627,S',"Montréal, Québec",Gabrielle,French,S',Fr,,Fr
11628,il,"Montréal, Québec",Gabrielle,French,il,Fr,,Fr
11629,te,"Montréal, Québec",Gabrielle,French,te,Fr,,Fr
11630,plaît,"Montréal, Québec",Gabrielle,French,plaît,Fr,,Fr
11631,",","Montréal, Québec",Gabrielle,French,,,Punct,Punct
11632,j',"Montréal, Québec",Gabrielle,French,j',Fr,,Fr
11633,ai,"Montréal, Québec",Gabrielle,French,ai,Fr,,Fr
11634,peur,"Montréal, Québec",Gabrielle,French,peur,Fr,,Fr
11635,!,"Montréal, Québec",Gabrielle,French,!,Punct,,Punct
11636,Papa,"Montréal, Québec",Gabrielle,French,Papa,Fr,,Fr
11637,",","Montréal, Québec",Gabrielle,French,,,Punct,Punct
11638,aide,"Montréal, Québec",Gabrielle,French,aide,Fr,,Fr
11639,-moi,"Montréal, Québec",Gabrielle,French,-moi,Fr,,Fr
11640,!,"Montréal, Québec",Gabrielle,French,!,Punct,,Punct
11641,-0,"Montréal, Québec",Tattoo Killer,English,-0,Punct,,Punct
11642,Shut,"Montréal, Québec",Tattoo Killer,English,Shut,Eng,,Eng
11643,up,"Montréal, Québec",Tattoo Killer,English,up,Eng,,Eng
11644,!,"Montréal, Québec",Tattoo Killer,English,!,Punct,,Punct
11645,I,"Montréal, Québec",Tattoo Killer,English,I,Eng,,Eng
11646,have,"Montréal, Québec",Tattoo Killer,English,have,Eng,,Eng
11647,nothing,"Montréal, Québec",Tattoo Killer,English,nothing,Eng,,Eng
11648,against,"Montréal, Québec",Tattoo Killer,English,against,Eng,,Eng
11649,your,"Montréal, Québec",Tattoo Killer,English,your,Eng,,Eng
11650,daughter,"Montréal, Québec",Tattoo Killer,English,daughter,Eng,,Eng
11651,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11652,Mais,"Montréal, Québec",Tattoo Killer,English,Mais,Fr,,Fr
11653,toi..,"Montréal, Québec",Tattoo Killer,French,toi..,Fr,,Fr
11654,0,"Montréal, Québec",Tattoo Killer,French,0,Punct,,Punct
11655,Tu,"Montréal, Québec",Tattoo Killer,French,Tu,Fr,,Fr
11656,commences,"Montréal, Québec",Tattoo Killer,French,commences,Fr,,Fr
11657,sérieusement,"Montréal, Québec",Tattoo Killer,French,sérieusement,Fr,,Fr
11658,à,"Montréal, Québec",Tattoo Killer,French,à,Punct,,Punct
11659,me,"Montréal, Québec",Tattoo Killer,French,me,Fr,,Fr
11660,faire,"Montréal, Québec",Tattoo Killer,French,faire,Fr,,Fr
11661,chier,"Montréal, Québec",Tattoo Killer,French,chier,Fr,,Fr
11662,0,"Montréal, Québec",Tattoo Killer,French,0,Punct,,Punct
11663,Que,"Toronto, Ontario",David Bouchard,French,Que,Fr,,Fr
11664,c',"Toronto, Ontario",David Bouchard,French,c',Fr,,Fr
11665,est,"Toronto, Ontario",David Bouchard,French,est,Fr,,Fr
11666,que,"Toronto, Ontario",David Bouchard,French,que,Fr,,Fr
11667,tu,"Toronto, Ontario",David Bouchard,French,tu,Fr,,Fr
11668,veux,"Toronto, Ontario",David Bouchard,French,veux,Fr,,Fr
11669,?,"Toronto, Ontario",David Bouchard,French,?,Punct,,Punct
11670,-0,"Montréal, Québec",Tattoo Killer,English,-0,Punct,,Punct
11671,I,"Montréal, Québec",Tattoo Killer,English,I,Eng,,Eng
11672,assume,"Montréal, Québec",Tattoo Killer,English,assume,Eng,,Eng
11673,that,"Montréal, Québec",Tattoo Killer,English,that,Eng,,Eng
11674,a,"Montréal, Québec",Tattoo Killer,English,a,Eng,,Eng
11675,smart,"Montréal, Québec",Tattoo Killer,English,smart,Eng,,Eng
11676,fellow,"Montréal, Québec",Tattoo Killer,English,fellow,Eng,,Eng
11677,like,"Montréal, Québec",Tattoo Killer,English,like,Eng,,Eng
11678,you,"Montréal, Québec",Tattoo Killer,English,you,Eng,,Eng
11679,would,"Montréal, Québec",Tattoo Killer,English,would,Eng,,Eng
11680,know,"Montréal, Québec",Tattoo Killer,English,know,Eng,,Eng
11681,who's,"Montréal, Québec",Tattoo Killer,English,who's,Eng,,Eng
11682,next,"Montréal, Québec",Tattoo Killer,English,next,Eng,,Eng
11683,on,"Montréal, Québec",Tattoo Killer,English,on,Eng,,Eng
11684,my,"Montréal, Québec",Tattoo Killer,English,my,Eng,,Eng
11685,list,"Montréal, Québec",Tattoo Killer,English,list,Eng,,Eng
11686,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11687,Stay,"Montréal, Québec",Tattoo Killer,English,Stay,Eng,,Eng
11688,out,"Montréal, Québec",Tattoo Killer,English,out,Eng,,Eng
11689,of,"Montréal, Québec",Tattoo Killer,English,of,Eng,,Eng
11690,my,"Montréal, Québec",Tattoo Killer,English,my,Eng,,Eng
11691,way,"Montréal, Québec",Tattoo Killer,English,way,Eng,,Eng
11692,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11693,Let,"Montréal, Québec",Tattoo Killer,English,Let,Eng,,Eng
11694,me,"Montréal, Québec",Tattoo Killer,English,me,Eng,,Eng
11695,do,"Montréal, Québec",Tattoo Killer,English,do,Eng,,Eng
11696,my,"Montréal, Québec",Tattoo Killer,English,my,Eng,,Eng
11697,grand,"Montréal, Québec",Tattoo Killer,English,grand,Fr,,Fr
11698,finale,"Montréal, Québec",Tattoo Killer,English,finale,Fr,,Fr
11699,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11700,Puis,"Montréal, Québec",Tattoo Killer,French,Puis,Fr,,Fr
11701,après,"Montréal, Québec",Tattoo Killer,French,après,Fr,,Fr
11702,tu,"Montréal, Québec",Tattoo Killer,French,tu,Fr,,Fr
11703,retrouves,"Montréal, Québec",Tattoo Killer,French,retrouves,Fr,,Fr
11704,ta,"Montréal, Québec",Tattoo Killer,French,ta,Fr,,Fr
11705,fille,"Montréal, Québec",Tattoo Killer,French,fille,Fr,,Fr
11706,Safe,"Montréal, Québec",Tattoo Killer,English,Safe,Eng,,Eng
11707,and,"Montréal, Québec",Tattoo Killer,English,and,Eng,,Eng
11708,sound,"Montréal, Québec",Tattoo Killer,English,sound,Eng,,Eng
11709,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11710,Ma,"Toronto, Ontario",David Bouchard,French,Ma,Fr,,Fr
11711,fille,"Toronto, Ontario",David Bouchard,French,fille,Fr,,Fr
11712,a,"Toronto, Ontario",David Bouchard,French,a,Fr,,Fr
11713,rien,"Toronto, Ontario",David Bouchard,French,rien,Fr,,Fr
11714,à,"Toronto, Ontario",David Bouchard,French,à,Punct,,Punct
11715,voir,"Toronto, Ontario",David Bouchard,French,voir,Fr,,Fr
11716,là-dedans,"Toronto, Ontario",David Bouchard,French,là-dedans,Fr,,Fr
11717,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11718,Prends,"Toronto, Ontario",David Bouchard,French,Prends,Fr,,Fr
11719,-moi,"Toronto, Ontario",David Bouchard,French,-moi,Fr,,Fr
11720,à,"Toronto, Ontario",David Bouchard,French,à,Punct,,Punct
11721,la,"Toronto, Ontario",David Bouchard,French,la,Fr,,Fr
11722,place,"Toronto, Ontario",David Bouchard,French,place,Eng,,Eng
11723,0,"Toronto, Ontario",David Bouchard,French,0,Punct,,Punct
11724,TRUE,"Montréal, Québec",Tattoo Killer,English,TRUE,Eng,,Eng
11725,!,"Montréal, Québec",Tattoo Killer,English,!,Punct,,Punct
11726,And,"Montréal, Québec",Tattoo Killer,English,And,Eng,,Eng
11727,it,"Montréal, Québec",Tattoo Killer,English,it,Eng,,Eng
11728,wouldn't,"Montréal, Québec",Tattoo Killer,English,wouldn't,Eng,,Eng
11729,be,"Montréal, Québec",Tattoo Killer,English,be,Eng,,Eng
11730,right,"Montréal, Québec",Tattoo Killer,English,right,Eng,,Eng
11731,for,"Montréal, Québec",Tattoo Killer,English,for,Eng,,Eng
11732,anything,"Montréal, Québec",Tattoo Killer,English,anything,Eng,,Eng
11733,bad,"Montréal, Québec",Tattoo Killer,English,bad,Eng,,Eng
11734,to,"Montréal, Québec",Tattoo Killer,English,to,Eng,,Eng
11735,happen,"Montréal, Québec",Tattoo Killer,English,happen,Eng,,Eng
11736,to,"Montréal, Québec",Tattoo Killer,English,to,Eng,,Eng
11737,her,"Montréal, Québec",Tattoo Killer,English,her,Eng,,Eng
11738,0,"Montréal, Québec",Tattoo Killer,English,0,Punct,,Punct
11739,À,"Montréal, Québec",Tattoo Killer,French,À,Punct,,Punct
11740,cause,"Montréal, Québec",Tattoo Killer,French,cause,Fr,,Fr
11741,de,"Montréal, Québec",Tattoo Killer,French,de,Fr,,Fr
