Token,Tag
de,Spn
día,Spn
",Punct
in,Eng
shorts,Eng
.,Punct
Ver,Spn
esto,Spn
",Punct
estos,Spn
outskirts,Eng
de,Spn
La,Spn
Plata,NamedEnt
",Punct
me,Spn
recuerda,Spn
(,Punct
me,Spn
hace,Spn
acordar,Spn
",Punct
they,Eng
correct,Eng
me,Spn
",Punct
here,Eng
),Punct
aquello,Spn
.,Punct
No,Spn
lo,Spn
había,Spn
podido,Spn
remember,Eng
so,Eng
clearly,Eng
en,Spn
años,Spn
.,Punct
A,Spn
sudden,Eng
McDonald’s,Eng
on,Eng
a,Spn
corner,Eng
y,Spn
todo,Spn
cambia,Spn
.,Punct
No,Spn
se,Spn
parece,Spn
a,Spn
nada,Spn
.,Punct
O,Spn
se,Spn
parece,Spn
",Punct
de,Spn
repente,Spn
",Punct
a,Spn
todo,Spn
.,Punct
Y,Spn
con,Spn
este,Spn
ugly,Eng
",Punct
global-twist,Eng
",Punct
el,Spn
Camino,Spn
Centenario,Spn
could,Eng
be,Eng
just,Eng
off,Eng
a,Spn
Califas,Spn
freeway,Eng
.,Punct
Cierro,Spn
los,Spn
ojos,Spn
",Punct
disapointeada,Eng
",Punct
horrorizada,Spn
.,Punct
Luckily,NamedEnt
",Punct
al,Spn
abrirlos,Spn
",Punct
it’s,Eng
disappeared,Eng
.,Punct
Estoy,Spn
en,Spn
la,Spn
Argentina,NamedEnt
again,Eng
.,Punct
Lajas,NamedEnt
",Punct
bougainvillea,Eng
.,Punct
Ah,Spn
",Punct
alivio,Spn
.,Punct
Vuelve,Spn
Argentina,NamedEnt
.,Punct
Wet,Eng
",Punct
wet,Eng
.,Punct
La,Spn
diferencia,Spn
entre,Spn
esto,Spn
y,Spn
Pretoria,NamedEnt
",Punct
those,Eng
searing,Eng
",Punct
arid,Eng
plains,Eng
.,Punct
Pero,Spn
he,Eng
aquí,Spn
que,Spn
no,Spn
puedo,Spn
mantenerme,Spn
en,Spn
mi,Spn
reverie,Spn
semiesencialista,Spn
:,Punct
porque,Spn
damn,Eng
",Punct
Wal-Mart,NamedEnt
rears,Eng
its,Eng
ugly,Eng
head,Eng
.,Punct
Y,Spn
no,Spn
.,Punct
No,Spn
puede,Spn
ser,Spn
.,Punct
Pero,Spn
it,Eng
is,Eng
.,Punct
Mini,Eng
African,Eng
Reverie,Spn
Remember,Eng
",Punct
Wim,NamedEnt
.,Punct
Onthou,NamedEnt
jy,Spn
?,Punct
It’s,Eng
June,NamedEnt
16th,Spn
and,Eng
I’m,Spn
in,Eng
the,Eng
south,Eng
again,Eng
.,Punct
Today,Eng
",Punct
hoy,Spn
",Punct
vandag,Eng
:,Punct
forever,Eng
my,Eng
parents,Eng
’,Punct
aniversario,Spn
de,Spn
boda,Spn
",Punct
linked,Eng
en,Spn
la,Spn
historia,Spn
and,Eng
in,Eng
my,Eng
memory,Eng
al,Spn
aniversario,Spn
de,Spn
la,Spn
masacre,Spn
de,Spn
los,Spn
estudiantes,Spn
en,Spn
Soweto,NamedEnt
.,Punct
Amandhla,NamedEnt
",Punct
Wimmie,NamedEnt
.,Punct
Remember,Eng
the,Eng
“,Punct
Park,Eng
Five,Eng
Saloon,NamedEnt
”,Punct
in,Eng
Johannesburg,NamedEnt
?,Punct
Donde,Spn
íbamos,Spn
a,Spn
bailar,Spn
",Punct
gyrating,Eng
with,Eng
hot,Eng
",Punct
dangerously,Eng
multiracial,Eng
crowds,Eng
",Punct
to,Eng
township,Eng
jive,Spn
",Punct
todos,Spn
los,Spn
weekends,Eng
?,Punct
Te,Spn
acuerdas,Spn
del,Spn
concierto,Spn
en,Spn
Soweto,NamedEnt
",Punct
sponsored,Eng
by,Eng
the,Eng
“,Punct
Park,Eng
Five,Eng
”,Punct
y,Spn
nosotros,Spn
tan,Spn
high,Eng
",Punct
en,Spn
pleno,Spn
apartheid,Spn
",Punct
imagínate,Spn
",Punct
Beth,NamedEnt
navigating,Eng
that,Eng
huge,Eng
American,Eng
station,Eng
wagon,Eng
right,Eng
into,Eng
el,Spn
corazón,Spn
de,Spn
Soweto,NamedEnt
",Punct
y,Spn
con,Spn
tanto,Spn
miedo,Spn
pero,Spn
then,Eng
",Punct
entonces,Spn
",Punct
you,Eng
were,Eng
a,Spn
man,Eng
in,Eng
uniform,Spn
.,Punct
Un,Spn
policía,Spn
",Punct
carajo,Spn
.,Punct
You,Eng
got,Eng
us,Eng
through,Eng
.,Punct
Y,Spn
ahora,Spn
",Punct
oh,Eng
howcouldyou,Spn
be,Eng
doing,Eng
this,Eng
",Punct
you,Eng
sexy,Spn
beast,Eng
:,Punct
casi,Spn
un,Spn
cura,Spn
!,Punct
Oh,Eng
",Punct
how,Eng
could,Eng
you,Eng
be,Eng
a,Spn
polisiethen,Eng
?,Punct
How,Eng
could,Eng
you,Eng
be,Eng
a,Spn
Catholic,NamedEnt
cura-in-training,Eng
now,Eng
?,Punct
Oh,Eng
get,Eng
me,Spn
through,Eng
.,Punct
Through,Eng
this,Eng
in-between,Eng
:,Punct
países,Spn
",Punct
lenguas,Spn
",Punct
razas,Spn
",Punct
religiones,Eng
",Punct
vivencias,Spn
.,Punct
Smash,NamedEnt
(,Punct
me,Spn
),Punct
through,Eng
este,Spn
looking,Eng
glass,Eng
que,Spn
a,Spn
veces,Spn
se,Spn
(,Punct
me,Spn
),Punct
vuelve,Spn
funhouse,Eng
mirror,Eng
.,Punct
Oh,Eng
",Punct
quiero,Spn
estar,Spn
someplace,Eng
.,Punct
Ubicarme,NamedEnt
.,Punct
Algún,Spn
lugar,Spn
mi,Spn
lugar,Spn
y,Spn
no,Spn
esta,Spn
siempre,Spn
intersticialidad,Spn
que,Spn
me,Spn
corroe,Spn
",Punct
me,Spn
lleva,Spn
out,Eng
past,Eng
the,Eng
breakpoint,Eng
me,Spn
nutre,Eng
me,Spn
exalta,Spn
washes,Eng
me,Spn
up,Eng
extenuada,Spn
onto,Eng
playa,Spn
de,Spn
nadie,Spn
dónde,Spn
mi,Spn
playa,Spn
y,Spn
Santa,NamedEnt
Cruz,NamedEnt
Santa,NamedEnt
Mónica120,Spn
Port,Eng
Elizabeth,NamedEnt
Sea,Spn
Point,Eng
Durban,NamedEnt
Venice,NamedEnt
banks,Eng
of,Eng
el,Spn
Río,Spn
de,Spn
la,Spn
Plata,NamedEnt
.,Punct
Soon,Eng
",Punct
nena,Spn
",Punct
me,Spn
digo,Spn
.,Punct
Soon,Eng
you’ll,Spn
be,Eng
.,Punct
Ah,Spn
pero,Spn
it’s,Eng
too,Eng
soon,Eng
and,Eng
you,Eng
know,Eng
it,Eng
.,Punct
No,Spn
quieres,Spn
eso,Spn
de,Spn
verdad,Spn
",Punct
admítelo,Spn
.,Punct
No,Spn
quieras,Spn
eso,Spn
.,Punct
Dejate,Spn
estar,Spn
dejate,Spn
.,Punct
Callate,Spn
ahora,Spn
y,Spn
ehcuchá,Spn
estas,Spn
wild,Eng
plants,Eng
",Punct
este,Spn
icy,Eng
wind,Eng
",Punct
este,Spn
tu,Spn
sur.X,Spn
Little,Eng
White,Eng
Car,Eng
Stolen,NamedEnt
Crónica,Spn
9,Punct
abril,Spn
2002,Spn
Los,Spn
Angeles,Spn
A,Spn
Andrea,NamedEnt
“,Punct
Silvana,NamedEnt
”,Punct
Ostrov,NamedEnt
Ay,Spn
",Punct
cuánto,Spn
siento,Spn
lo,Spn
del,Spn
robo,Spn
del,Spn
pobrecito,Spn
white,Eng
de,Spn
tu,Spn
auto,Spn
",Punct
exflotante,Spn
",Punct
upside,Eng
down,Eng
en,Spn
el,Spn
parking,Eng
garage,Eng
de,Spn
tu,Spn
casa,Spn
durante,Spn
las,Spn
famous,Eng
",Punct
apocalyptic,Spn
inundaciones,Spn
de,Spn
Blanco,Spn
Encalada,NamedEnt
en,Spn
Belgrano,NamedEnt
del,Spn
2001,Spn
y,Spn
",Punct
before,Eng
that,Eng
",Punct
ex-parador,Spn
en,Spn
la,Spn
esquina,Spn
de,Spn
Las,Spn
Heras,NamedEnt
y,Spn
República,Spn
Arabe,NamedEnt
Siria,NamedEnt
(,Punct
ex,Spn
Malabia,NamedEnt
",Punct
como,Spn
siempre,Spn
recalcaba,Eng
mi,Spn
landlady,Eng
),Punct
para,Spn
shamar,Eng
dehde,Spn
tu,Spn
celular,Spn
para,Spn
convocar,Spn
a,Spn
citas,Spn
restoraneras,Spn
en,Spn
Palermo,NamedEnt
Viejo,Spn
(,Punct
Xalapa,NamedEnt
),Punct
",Punct
Barrio,Spn
Norte,Spn
(,Punct
Teatriz,NamedEnt
),Punct
",Punct
Palermo,NamedEnt
a,Spn
secas,Spn
(,Punct
Garby’s,NamedEnt
",Punct
Big,Eng
Mamma,NamedEnt
on,Eng
Hair,Eng
St,Eng
.,Punct
",Punct
Jade,NamedEnt
",Punct
Lindo,NamedEnt
Jardín,Spn
",Punct
Café,Spn
des,Spn
Artistes,NamedEnt
en,Spn
Armenia,NamedEnt
),Punct
",Punct
etc.,Spn
Ay,Spn
",Punct
cuánto,Spn
habría,Spn
que,Spn
lamentar,Spn
la,Spn
pérdida—ahora,Spn
",Punct
en,Spn
el,Spn
current,Eng
savage,Spn
economic,Eng
clima,Spn
en,Spn
la,Spn
Argentina,NamedEnt
",Punct
with,Eng
even,Eng
less,Eng
chances,Eng
than,Eng
ever,Eng
de,Spn
recuperación,Spn
",Punct
al,Spn
parecer—de,Spn
ese,Spn
tiny,Eng
",Punct
defiant,Eng
car,Eng
",Punct
weaving,Eng
in,Eng
and,Eng
out,Eng
",Punct
cual,Spn
mosquito,Spn
ebrio,Spn
",Punct
de,Spn
todos122,Spn
esos,Spn
carriles,Spn
que,Spn
ob-vio,Spn
(,Punct
pronunciación,Spn
porteñísima,Spn
),Punct
",Punct
no,Spn
se,Spn
respetan,Spn
en,Spn
Buenos,Spn
Aires,NamedEnt
anyway,Eng
",Punct
el,Spn
astonishing,Eng
skill,Eng
con,Spn
que,Spn
vos,Spn
le,Spn
hacías,Spn
parar,Spn
en,Spn
seco,Spn
",Punct
right,Eng
up,Eng
on,Eng
the,Eng
nalgas,Spn
de,Spn
un,Spn
colectivo,Spn
",Punct
oh,Eng
my,Eng
god,Eng
!,Punct
In,Eng
between,Eng
mishones,Eng
y,Spn
mishones,Eng
de,Spn
otros,Spn
autos,Spn
",Punct
hermosos,Spn
o,Spn
destartalados,Spn
",Punct
driven,Eng
by,Eng
celular-wielding,Spn
",Punct
chishones,Spn
",Punct
gesticulating,Eng
porteños,Spn
que,Spn
siempre,Spn
",Punct
pero,Spn
always,Eng
",Punct
creen,Spn
ehtar,Spn
EN,NamedEnt
SU,NamedEnt
DERECHO,Spn
.,Punct
Esa,Spn
vez,Spn
que,Spn
fuimos,Spn
al,Spn
club,Eng
“,Punct
Notorius,NamedEnt
”,Punct
en,Spn
Callao,NamedEnt
",Punct
para,Spn
ehcuchar,Spn
a,Spn
esa,Spn
poeta,Spn
",Punct
amiga,Spn
de,Spn
Paulina,NamedEnt
",Punct
en,Spn
su,Spn
Presentación,Spn
de,Spn
Libro,Spn
(,Punct
una,Spn
de,Spn
las,Spn
miles,Eng
a,Spn
las,Spn
que,Spn
fuimos,Spn
",Punct
¿no,Spn
?,Punct
),Punct
.,Punct
Ah,Spn
sí,Spn
",Punct
Silvina,NamedEnt
Manzoni,NamedEnt
se,Spn
shamaba,Spn
.,Punct
Only,Eng
in,Eng
Argentina,NamedEnt
:,Punct
poet,Spn
and,Eng
psicoanalihta,Spn
.,Punct
¿Te,Spn
acordás,Spn
como,Spn
aparcamos,Spn
el,Spn
Little,Eng
White,Eng
en,Spn
un,Spn
Parking,Eng
",Punct
en,Spn
un,Spn
space,Eng
minúhculo,Spn
",Punct
vos,Spn
tan,Spn
decisiva,Spn
",Punct
tan,Spn
experta,Spn
",Punct
y,Spn
caminamos,Spn
al,Spn
all-white,Eng
y,Spn
rather,Eng
(,Punct
con)cheto“Notorius,NamedEnt
",Punct
”,Punct
para,Spn
tomar,Spn
un,Spn
vinito,Spn
y,Spn
comer,Spn
“,Punct
ingredientes,Spn
”,Punct
(,Punct
how,Eng
I,Eng
LOVE,Eng
that,Eng
word,Eng
!,Punct
Digo,Spn
",Punct
that,Eng
useof,Eng
the,Eng
word,Eng
",Punct
así,Spn
:,Punct
para,Spn
significar,Spn
un,Spn
snack,Eng
de,Spn
stale,Eng
peanuts,Eng
and,Eng
soggy,Eng
potato,Eng
chips,Eng
),Punct
y,Spn
ehcuchar,Spn
al,Spn
long-haired,Eng
(,Punct
si,Spn
bien,Spn
lightly,Eng
engominao,Eng
),Punct
y,Spn
muy,Spn
erudito,Spn
del,Spn
Foffari,NamedEnt
",Punct
quien,Spn
participaba,Spn
de,Spn
la,Spn
solemne,Spn
Book,Eng
Presentation,Eng
.,Punct
Luego,Spn
flirtearía—mentally,Eng
",Punct
of,Eng
course,Eng
(,Punct
por,Spn
algo,Spn
estamos,Spn
en,Spn
Buenos,Spn
Aires)—y,NamedEnt
nos,Spn
invitaría,Spn
con,Spn
Paulina,NamedEnt
Vinderman,NamedEnt
a,Spn
una,Spn
famosa,Spn
cena,Spn
griega,Spn
",Punct
en,Spn
su,Spn
casa,Spn
.,Punct
.,Punct
.,Punct
pero,Spn
we,Eng
neverheard,Eng
from,Eng
him,Eng
again,Eng
.,Punct
Hmmm,NamedEnt
.,Punct
.,Punct
.,Punct
este,Spn
behavior—este,Eng
lanzarse,Spn
y,Spn
luego,Spn
recular,Eng
endlessly—¿será,Eng
emblemático,Spn
del,Spn
“,Punct
histeriqueo,Spn
”,Punct
porteño,Spn
del,Spn
que,Spn
siempre,Spn
te,Spn
me,Spn
quejás,Spn
?,Punct
AySil,Spn
",Punct
a,Spn
cuántos,Spn
lugares,Spn
nos,Spn
shevó,Spn
ese,Spn
tu,Spn
little,Eng
white,Eng
car,Eng
",Punct
incluso,Spn
al,Spn
final,Spn
",Punct
al,Spn
aeropuerto,Spn
.,Punct
Unbelievably,NamedEnt
",Punct
sí,Spn
",Punct
all,Eng
the,Eng
way,Eng
out,Eng
to,Eng
Ezeiza—so,NamedEnt
much,Eng
farther,Eng
out,Eng
than,Eng
Barajas,NamedEnt
is,Eng
to,Eng
Madrith,NamedEnt
",Punct
por,Spn
ejemplo,Spn
",Punct
o,Spn
ni,Spn
hablar,Spn
",Punct
LAX,NamedEnt
to,Eng
Los,Spn
Angeles,Spn
.,Punct
Ezeiza,NamedEnt
is,Eng
way,Eng
the,Eng
hell,Eng
out,Eng
en,Spn
la,Spn
pampa,Spn
",Punct
o,Spn
tal,Spn
parece,Spn
.,Punct
So,Eng
much,Eng
flat,Eng
greenness,Eng
antes,Spn
de,Spn
que,Spn
ese,Spn
monumental,Spn
sprawl,Eng
que,Spn
es,Spn
Buenos,Spn
Aires,NamedEnt
looms,Eng
into,Eng
view,Eng
.,Punct
Pues,Spn
faster,Eng
than,Eng
lightning,Eng
el,Spn
Little,Eng
White,Eng
parecía,Spn
que,Spn
se,Spn
perdía,Spn
entre,Spn
el,Spn
gloomy,Spn
overcastness,Eng
del,Spn
winter,Eng
porteño,Spn
I,Eng
was,Eng
loathe,Spn
to,Eng
leave,Eng
after,Eng
having,Eng
survived,Eng
“,Punct
el,Spn
verano,Spn
más,Spn
caluroso,Spn
en,Spn
30,Spn
años,Spn
",Punct
”,Punct
según,Spn
La,Spn
Nación,Spn
yClarín,Spn
.,Punct
Y,Spn
lo,Spn
rápido,Spn
que,Spn
íbamos,Spn
y,Spn
las,Spn
confidencias,Spn
que,Spn
cambiábamos,Spn
",Punct
medio,Spn
desperately,Eng
",Punct
as,Eng
if,Eng
knowing,Eng
que,Spn
iba,Spn
a,Spn
ser,Spn
la,Spn
última,Spn
vez,Spn
",Punct
the,Eng
last,Eng
time,Eng
for,Eng
so,Eng
long,Eng
.,Punct
Yo,Spn
quería,Spn
que,Spn
se,Spn
perdiera,Spn
el,Spn
Little,Eng
White,Eng
de,Spn
adeveras,Spn
",Punct
que,Spn
nos,Spn
perdiera,Spn
",Punct
a,Spn
lo,Spn
Chet,NamedEnt
Baker,NamedEnt
.,Punct
Let’s,Spn
get,Eng
lost,Eng
.,Punct
No,Spn
quería,Spn
irme,Spn
de,Spn
ninguna,Spn
manera,Spn
y,Spn
todavía,Spn
",Punct
even,Eng
now,Eng
",Punct
when,Eng
I,Eng
look,Eng
up,Eng
de,Spn
ehta,Spn
could,Eng
be,Eng
anywhere,Eng
pantasha,Spn
",Punct
through,Eng
these,Eng
tropical,Eng
floral,Spn
curtains,Eng
at,Eng
this,Eng
bland,Eng
suburban,Eng
dry,Eng
California,NamedEnt
cielo,Spn
",Punct
at,Eng
this,Eng
blinding,Eng
sun,Eng
me,Spn
siento,Spn
lost,Eng
",Punct
des/plazada,Spn
",Punct
en,Spn
un,Spn
time,Eng
warp,Eng
",Punct
aturdida,Spn
y,Spn
sé,Spn
que,Spn
es,Spn
apenitas,Spn
otoño,Spn
en,Spn
el,Spn
sur,Spn
",Punct
mi,Spn
(,Punct
otro,Spn
),Punct
sur,Spn
donde,Spn
puede,Spn
estar,Spn
haciendo,Spn
",Punct
capaz,Spn
",Punct
hasta,Spn
más,Spn
calor,Spn
que,Spn
aquí,Spn
",Punct
ahora,Spn
",Punct
y,Spn
especialmente,Spn
me,Spn
acuerdo,Spn
del,Spn
wetness,Eng
",Punct
oh,Eng
",Punct
esa,Spn
too-close,Eng
",Punct
abrazante,Spn
humedad,Spn
para,Spn
esta,Spn
mujer,Spn
del,Spn
California,NamedEnt
desert,Eng
.,Punct
Teextraño,Spn
Silbana,NamedEnt
",Punct
y,Spn
sé,Spn
que,Spn
tenéh,Spn
razón,Spn
.,Punct
“,Punct
Lo,Spn
mejor,Spn
mata,Spn
lo,Spn
bueno,Spn
",Punct
”,Punct
or,Eng
whatever,Eng
it,Eng
was,Eng
you,Eng
said,Eng
.,Punct
Y,Spn
tenemosque,Spn
atravesar,Spn
barreras,Spn
for,Eng
our,Eng
writing,Eng
",Punct
las,Spn
barreras,Spn
that,Eng
are,Eng
erected,Eng
by,Eng
life,Eng
",Punct
by,Eng
children,Eng
",Punct
jobs,Eng
",Punct
lost,Eng
and,Eng
stolen,Eng
cars,Eng
",Punct
students,Eng
",Punct
sick,Eng
relatives,Eng
.,Punct
Y,Spn
las,Spn
barreras,Spn
that,Eng
we,Eng
ourselves,Eng
put,Eng
up,Eng
:,Punct
esos,Spn
evil,Eng
",Punct
stymying,Eng
thoughts,Eng
about,Eng
(,Punct
it,Eng
),Punct
never,Eng
being,Eng
good,Eng
enough,Eng
",Punct
never,Eng
original,Eng
enough,Eng
",Punct
never,Eng
smart,Eng
enough,Eng
",Punct
never,Eng
clever,Eng
enough,Eng
",Punct
que,Spn
there’s,Eng
not,Eng
enough,Eng
time,Eng
que,Spn
someone,Eng
else,Eng
probably,Eng
already,Eng
said,Eng
it,Eng
y,Spn
mejor,Spn
.,Punct
Gotta,Eng
push,Eng
through,Eng
esas,Spn
barreras,Spn
",Punct
to,Eng
each,Eng
other,Eng
",Punct
push,Eng
right,Eng
through,Eng
the,Eng
fantasmas,Spn
of,Eng
our,Eng
famous,Eng
dead,Eng
daddies—vos,Eng
",Punct
hija,Spn
de,Spn
León,Spn
",Punct
primer,Spn
psiquiatra,Spn
de,Spn
Alejandra,NamedEnt
Pizarnik,NamedEnt
and,Eng
me,Spn
",Punct
hija,Spn
de,Spn
Joseph,NamedEnt
H.,Spn
and,Eng
his,Eng
300,Spn
publications,Eng
.,Punct
Tenemos,Spn
que,Spn
push,Eng
past,Eng
that,Eng
whole,Eng
chango-on-the-back,Eng
",Punct
pero,Spn
",Punct
vos,Spn
sos,Spn
hija,Spn
de,Spn
?,Punct
#NAME?,Spn
",Punct
llegar,Spn
al,Spn
espacio,Spn
que,Spn
es,Spn
puro,Spn
vuelo,Spn
",Punct
literatura,Spn
",Punct
writing,Eng
because,Eng
ons,Eng
kannie,Eng
anders,Eng
doen,Eng
nie,Spn
.,Punct
We,Eng
can,Eng
do,Eng
nothing,Eng
else,Eng
.,Punct
We,Eng
can’t,Spn
do,Eng
anything,Eng
else,Eng
.,Punct
No,Spn
podemos,Spn
no,Spn
hacerlo,Spn
.,Punct
Write,Eng
.,Punct
Escribir,Spn
siempre,Spn
",Punct
every,Eng
day,Eng
",Punct
joyfully,Eng
.,Punct
Cultivating,NamedEnt
fearlessness,Eng
.,Punct
Re-Design,Eng
Crónica,Spn
3,Punct
junio,Spn
2003,Spn
Claramonte,NamedEnt
",Punct
Califas,Spn
Para,NamedEnt
Saúl,NamedEnt
Sosnowski,NamedEnt
y,Spn
para,Spn
Andrea,NamedEnt
“,Punct
Chabelita,NamedEnt
”,Punct
Gutiérrez,NamedEnt
Me,Spn
voy,Spn
lento,Spn
pero,Spn
lentamente,Spn
desintoxicando,Spn
",Punct
de,Spn
los,Spn
worst,Eng
moments,Eng
del,Spn
Juvenil,NamedEnt
",Punct
I,Eng
think,Eng
(,Punct
LITTLE,Eng
EYE,Eng
:,Punct
which,Eng
are,Eng
by,Eng
no,Spn
means,Eng
gone,Eng
del,Spn
todo,Spn
),Punct
si,Spn
bien,Spn
él,Spn
sigue,Spn
",Punct
por,Spn
momentos,Spn
",Punct
acechando,Spn
.,Punct
So,Eng
can’t,Spn
drop,Eng
my,Eng
guard,Eng
.,Punct
Porque,Spn
the,Eng
slightest,Eng
sign,Eng
of,Eng
love,Eng
él,Spn
lo,Spn
lee,Spn
como,Spn
weakness,Eng
",Punct
and,Eng
he,Eng
horns,Eng
in,Eng
",Punct
al,Spn
embihte,Spn
.,Punct
Pero,Spn
this,Eng
summer,Eng
",Punct
él,Spn
va,Spn
a,Spn
estar,Spn
en,Spn
summer,Eng
school,Eng
y,Spn
por,Spn
las,Spn
tardes,Spn
",Punct
volunteering,Eng
o,Spn
trabajando,Spn
o,Spn
bien,Spn
hangueando,Spn
con,Spn
los,Spn
friends,Eng
en,Spn
las,Spn
cashes,Eng
",Punct
qué,Spn
sé,Spn
sho,Eng
.,Punct
Siento,Spn
que,Spn
I’m,Spn
beginning,Eng
to,Eng
wake,Eng
from,Eng
hibernation,Eng
.,Punct
O,Spn
de,Spn
una,Spn
larga,Spn
pesadisha,Spn
.,Punct
Hasta,Spn
parí,Spn
una,Spn
croniquita,Spn
nueva,Spn
",Punct
para,Spn
el,Spn
cumple,Spn
de,Spn
Paulina,NamedEnt
last,Eng
month,Eng
",Punct
and,Eng
I’m,Spn
revising,Eng
and,Eng
reworking,Eng
and,Eng
rewording,Eng
muchas,Spn
otras,Spn
.,Punct
Como,Spn
saben,Spn
",Punct
siempre,Spn
me,Spn
ha,Spn
sacado,Spn
bahtante,Spn
de,Spn
onda,Spn
revisit,Eng
my,Eng
ex-escritura,Spn
(,Punct
pretty,Eng
badfor,Eng
a,Spn
writer,Eng
",Punct
hey,Eng
?,Punct
),Punct
pero,Spn
con,Spn
las,Spn
crónicas,Spn
",Punct
puedo,Spn
.,Punct
Es,Spn
más,Spn
",Punct
hasta,Spn
me126,Spn
gusta,Spn
.,Punct
Estoy,Spn
redesigning,Eng
my,Eng
home,Eng
study,Eng
también,Spn
",Punct
después,Spn
de,Spn
las,Spn
refacciones,Spn
hace,Spn
casi,Spn
2,Punct
años,Spn
.,Punct
Can,Eng
you,Eng
believe,Eng
it,Eng
?,Punct
Two,Eng
whole,Eng
years,Eng
",Punct
o,Spn
casi,Spn
",Punct
han,Spn
pasado,Spn
.,Punct
Teacordás,Spn
",Punct
it,Eng
was,Eng
almost,Eng
2,Punct
years,Eng
ago,Eng
already,Eng
",Punct
cuando,Spn
volví,Spn
de,Spn
Buenos,Spn
Aires,NamedEnt
tan,Spn
des/bordada,Spn
",Punct
so,Eng
many,Eng
words,Eng
in,Eng
my,Eng
head,Eng
",Punct
roiling,Eng
around,Eng
",Punct
como,Spn
imprinted,Eng
pero,Spn
trying,Eng
to,Eng
rise,Eng
up,Eng
",Punct
off,Eng
my,Eng
skin,Eng
",Punct
spilling,Eng
out,Eng
of,Eng
me,Spn
insistentes,Spn
",Punct
incontenibles,Spn
",Punct
y,Spn
me,Spn
lancé,Spn
directamente,Spn
a,Spn
todas,Spn
esas,Spn
major,Eng
refacciones,Spn
del,Spn
condo,Spn
?,Punct
Anygüey,Spn
",Punct
necesito—again—un,Spn
poco,Spn
change,Eng
of,Eng
air,Eng
y,Spn
si,Spn
bien,Spn
(,Punct
argentinihmo,Spn
),Punct
no,Spn
puedo,Spn
cambiarme,Spn
de,Spn
casa,Spn
",Punct
SI,Spn
puedo,Spn
reposicionar,Spn
daddy’s,Eng
old,Eng
desk,Eng
(,Punct
enorme,Spn
",Punct
macizo,Spn
),Punct
que,Spn
heredé,Spn
(,Punct
y,Spn
que,Spn
él,Spn
había,Spn
heredado,Spn
",Punct
por,Spn
otra,Spn
parte,Spn
",Punct
from,Eng
Montesinos,NamedEnt
",Punct
en,Spn
Berkeley,NamedEnt
),Punct
",Punct
y,Spn
las,Spn
estanterías,Spn
(,Punct
sha,Eng
sé,Spn
:,Punct
bibliotecas,Spn
les,Spn
dicen,Spn
",Punct
en,Spn
el,Spn
país,Spn
de,Spn
Uds,Spn
.,Punct
),Punct
y,Spn
mis,Spn
piles,Eng
of,Eng
books,Eng
and,Eng
notes,Eng
.,Punct
And,Eng
I,Eng
can,Eng
redrape,Eng
los,Spn
grandes,Spn
",Punct
sensuales,Spn
",Punct
too-Baroque,Eng
mantones,Spn
de,Spn
sedabordada,Spn
que,Spn
me,Spn
compré,Spn
en,Spn
Andalucía,Spn
con,Spn
Hugo,NamedEnt
y,Spn
las,Spn
fotos,Spn
de,Spn
bullfighters,Eng
que,Spn
sacaste,Spn
y,Spn
me,Spn
enviaste,Spn
",Punct
Andi—as,NamedEnt
corrida-hungry,Spn
as,Eng
I,Eng
am—y,Spn
puedo,Spn
move,Eng
around,Eng
",Punct
cambiar,Spn
de,Spn
lugar,Spn
los,Spn
poemas,Spn
de,Spn
Paulina,NamedEnt
Vinderman,NamedEnt
y,Spn
los,Spn
tushos,Spn
",Punct
Andi,NamedEnt
",Punct
los,Spn
inéditos,Spn
",Punct
pegados,Spn
",Punct
with,Eng
that,Eng
sticky,Eng
arcilla,Spn
stuff,Eng
",Punct
en,Spn
los,Spn
estantes,Spn
.,Punct
De,Spn
golpe,Spn
I,Eng
remember,Eng
como,Spn
Alejandra,NamedEnt
Pizarnik,NamedEnt
adoraba,Spn
recortar,Spn
palabras,Spn
;,Punct
she,Eng
moved,Eng
words,Eng
around,Eng
en,Spn
el,Spn
pizarrón,Spn
",Punct
en,Spn
las,Spn
paredes,Spn
de,Spn
su,Spn
cuarto,Spn
.,Punct
I,Eng
love,Eng
words,Eng
.,Punct
Amo,Spn
amo,Spn
amo,Spn
las,Spn
palabras.I,Spn
Mini,Eng
Barrio,Spn
Norte,Spn
Crónica,Spn
3,Punct
julio,Spn
2001,Spn
Buenos,Spn
Aires,NamedEnt
Para,NamedEnt
Ana,NamedEnt
María,NamedEnt
Shua,NamedEnt
Overcome,NamedEnt
with,Eng
happiness,Eng
mientras,Spn
atravieso,Spn
the,Eng
intersection,Eng
of,Eng
Agüero,NamedEnt
&,Punct
Charcas,Spn
",Punct
absolutamente,Spn
sobrecargada,Spn
de,Spn
júbilo,Spn
.,Punct
Joy,NamedEnt
in,Eng
myself,Eng
por,Spn
haberme,Spn
atrevido,Spn
a,Spn
solicitar,Spn
la,Spn
beca,Eng
NEH,NamedEnt
y,Spn
chingao,Spn
",Punct
de,Spn
ganármela,Spn
y,Spn
poder,Spn
así,Spn
be,Eng
here,Eng
