Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
abandoned	Eng	O	15.1507525794	15.3150709176	-0.79995173979	14.3508008396
cars	Eng	O	27.6004080337	12.4710669911	-0.79995173979	26.8004562939
.	Punct	O	N/A	N/A	N/A	N/A
Too-bright	Eng	O/ORG	22.4188832108	-9.21313628513	-0.79995173979	21.618931471
paint	Eng	O/ORG	27.2063667761	4.60144199047	-0.79995173979	26.4064150363
y	Spn	O/ORG	9.49071276858	13.3354107177	-2.37949418743	10.9559165303
crumbling	Eng	O/ORG	18.4230484711	-5.14009268926	-2.3780926455	16.0449558256
brick	Eng	O/ORG	20.7703385638	3.06812671244	-0.79995173979	19.9703868241
blur	Eng	O	10.3153409864	1.76646258582	-0.79995173979	9.51538924659
by	Eng	O	18.2463872813	4.41145465096	-0.79995173979	17.4464355415
,	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	9.49071276858	13.3354107177	-2.37949418743	10.9559165303
nos	Spn	O	12.2824029184	23.3745367458	-1.00696879935	22.3675679465
detenemos	Spn	O	6.03646545161	35.6766734915	-1.00696879935	34.6697046921
en	Spn	O	11.7453272047	20.2379247267	-1.00696879935	19.2309559273
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
fare	Eng	O	18.8107679729	4.72950941696	-2.3780926455	16.4326753274
booth	Eng	O	18.6311578807	0.426847159686	-0.79995173979	17.8312061409
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
un	Spn	O	13.2822159303	18.5712294013	-1.00696879935	17.564260602
“	Eng	O	-6.51619307604	-6.51619307604	-2.3780926455	-8.89428572155
Telepeaje	Eng	O	8.61442065481	-0.498611500603	-0.79995173979	7.81446891502
"	Punct	O	N/A	N/A	N/A	N/A
to	Eng	O	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
La	Spn	O	15.0596736711	20.7584499854	-2.37949418743	18.378955798
Plata	Spn	O	16.3375027079	17.117649044	-1.00696879935	16.1106802446
,	Punct	O	N/A	N/A	N/A	N/A
donde	Spn	O	15.793990084	25.70205352	-1.00696879935	24.6950847207
nos	Spn	O	12.2824029184	23.3745367458	-1.00696879935	22.3675679465
recogerá	Spn	O	11.5947336712	19.0462638585	-1.00696879935	18.0392950592
Gustavo	Spn	O	-0.762251859851	19.3599616595	-1.00696879935	18.3529928601
en	Spn	O	11.7453272047	20.2379247267	-1.00696879935	19.2309559273
la	Spn	O	15.0596736711	20.7584499854	-1.00696879935	19.7514811861
estación.	Spn	O	-2.98350212725	28.0409105182	-1.00696879935	27.0339417189
Moving	Eng	O/PERS	32.9610282337	6.27688368457	-2.3780926455	30.5829355882
again	Eng	O	31.2717644003	8.41165730022	-0.79995173979	30.4718126605
.	Punct	O	N/A	N/A	N/A	N/A
Sauces	Eng	O	18.5019925115	6.27226671011	-0.79995173979	17.7020407717
,	Punct	O	N/A	N/A	N/A	N/A
pampas	Spn	O	3.18551247588	11.697749376	-2.37949418743	9.31825518856
grass	Eng	O	25.265340153	7.67210257815	-2.3780926455	22.8872475075
(	Punct	O	N/A	N/A	N/A	N/A
So	Eng	O	23.4187367401	12.3925242118	-0.79995173979	22.6187850003
thisis	Eng	O	26.8917927823	-0.11649411209	-0.79995173979	26.0918410425
what	Eng	O	36.0557121426	2.8373569798	-0.79995173979	35.2557604028
you	Eng	O	33.1670346729	14.5196129331	-0.79995173979	32.3670829331
are	Eng	O	28.6406047292	11.3321113265	-0.79995173979	27.8406529894
named	Eng	O	22.4271105812	2.4499740265	-0.79995173979	21.6271588414
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
,	Punct	O	N/A	N/A	N/A	N/A
you	Eng	O/LUG	33.1670346729	14.5196129331	-0.79995173979	32.3670829331
transplanted	Eng	O	37.9526304413	16.0359584317	-0.79995173979	37.1526787015
creature	Eng	O	28.8067589497	8.30343858239	-0.79995173979	28.0068072099
!	Punct	O	N/A	N/A	N/A	N/A
Antes	Spn	O	15.6793015474	26.7813380334	-2.37949418743	24.4018438459
sólo	Spn	O	-4.24720548289	22.5747987023	-1.00696879935	21.567829903
te	Spn	O	13.3726816461	18.7582370665	-1.00696879935	17.7512682672
había	Spn	O	7.87698581884	26.9697709857	-1.00696879935	25.9628021863
conocido	Spn	O	1.88463237257	34.071773244	-1.00696879935	33.0648044446
small	Eng	O	27.9986080744	-7.01273531886	-2.3780926455	25.6205154289
and	Eng	O	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
contenida	Spn	O	14.1176045745	30.7850965253	-2.37949418743	28.4056023378
,	Punct	O	N/A	N/A	N/A	N/A
in	Eng	O	24.4634706325	11.0915247383	-2.3780926455	22.085377987
individual	Eng	O	41.3798926748	17.584055736	-0.79995173979	40.579940935
pots	Eng	O	15.9256375009	8.05974974207	-0.79995173979	15.1256857611
,	Punct	O	N/A	N/A	N/A	N/A
“	Eng	O	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
large	Eng	O	27.1763462327	13.0226756833	-0.79995173979	26.376394493
outside	Eng	O	38.6015278498	-4.72460122642	-0.79995173979	37.80157611
ground	Eng	O	34.5745757968	2.91722011893	-0.79995173979	33.774624057
cover	Eng	O	30.1561093837	6.29063817439	-0.79995173979	29.3561576439
"	Punct	O	N/A	N/A	N/A	N/A
aconsejaban	Spn	O	-8.01390707852	17.828360924	-2.37949418743	15.4488667365
los	Spn	O	18.9596508891	24.811570061	-1.00696879935	23.8046012616
signs	Eng	O	22.4045586801	11.5584497909	-2.3780926455	20.0264660346
,	Punct	O	N/A	N/A	N/A	N/A
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
Garden	Eng	O	27.1337850844	10.6657306748	-2.3780926455	24.7556924389
Center	Eng	O	28.7747462657	20.1068236937	-0.79995173979	27.9747945259
de	Spn	O	13.8613083221	21.6054699814	-2.37949418743	19.225975794
Home	Eng	O	29.8940252321	15.2508451781	-2.3780926455	27.5159325866
Depot	Eng	O	16.6063242069	11.270561616	-0.79995173979	15.8063724671
)	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
leaden	Eng	O	17.1836249571	3.34202063271	-0.79995173979	16.3836732173
sky	Eng	O	12.9877038027	1.58289929886	-0.79995173979	12.1877520629
.	Punct	O	N/A	N/A	N/A	N/A
Otro	Spn	O	4.332687388	21.2330272812	-2.37949418743	18.8535330938
flat	Eng	O	17.9987627302	3.49319336791	-2.3780926455	15.6206700847
sprawl	Eng	O	14.6054992375	-4.98864387226	-0.79995173979	13.8055474977
de	Spn	O	13.8613083221	21.6054699814	-2.37949418743	19.225975794
villa	Spn	O/ORG	10.9875628609	18.2184830671	-1.00696879935	17.2115142677
miseria	Spn	O	18.2938547834	20.0894275312	-1.00696879935	19.0824587319
,	Punct	O	N/A	N/A	N/A	N/A
just	Eng	O	34.1514222961	10.6219947174	-2.3780926455	31.7733296506
outside	Eng	O	38.6015278498	-4.72460122642	-0.79995173979	37.80157611
Avellaneda	Eng	O	-4.81077129109	-7.39555670886	-0.79995173979	-5.61072303088
,	Punct	O	N/A	N/A	N/A	N/A
just	Eng	O	34.1514222961	10.6219947174	-0.79995173979	33.3514705563
minutes	Eng	O	35.0441699853	12.9482314518	-0.79995173979	34.2442182455
from	Eng	O	30.6676542774	4.96515256355	-0.79995173979	29.8677025377
Puerto	Spn	O	14.2815079905	29.5414818839	-2.37949418743	27.1619876965
Madero	Spn	O	13.8266225569	19.6526908196	-1.00696879935	18.6457220203
.	Punct	O	N/A	N/A	N/A	N/A
That	Eng	O	43.4406015376	6.92541320021	-2.3780926455	41.0625088921
riverside	Eng	O	28.6946428664	2.08153294112	-0.79995173979	27.8946911266
,	Punct	O	N/A	N/A	N/A	N/A
all-brick	Eng	O	10.5577035045	-5.26792819616	-0.79995173979	9.75775176471
,	Punct	O	N/A	N/A	N/A	N/A
Ghirardelli	Eng	O	-19.9129658656	-28.2377749173	-0.79995173979	-20.7129176054
Square-lookalike	Eng	O	-3.31837198215	-39.6092048856	-0.79995173979	-4.11832372194
construction	Eng	O	49.2335018771	21.0076913415	-0.79995173979	48.4335501373
de	Spn	O	13.8613083221	21.6054699814	-2.37949418743	19.225975794
lofts	Eng	O	3.03052359606	0.972963089331	-2.3780926455	0.65243095056
and	Eng	O	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
fancy	Eng	O	20.8707848182	7.48588347306	-0.79995173979	20.0708330784
restaurants	Eng	O	45.8824930263	15.2391233916	-0.79995173979	45.0825412865
,	Punct	O	N/A	N/A	N/A	N/A
donde	Spn	O	15.793990084	25.70205352	-2.37949418743	23.3225593326
visiting	Eng	O	30.7944167476	6.8419174012	-2.3780926455	28.4163241021
dignitaries	Eng	O	14.732151501	4.51619659827	-0.79995173979	13.9321997612
como	Spn	O	14.7694248589	29.4864312728	-2.37949418743	27.1069370854
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
Tiger	Eng	O	10.378815308	2.92646691123	-2.3780926455	8.00072266254
Woods	Eng	O	24.9996056674	-4.99153140546	-0.79995173979	24.1996539276
y	Spn	O	9.49071276858	13.3354107177	-2.37949418743	10.9559165303
Bill	Eng	O	22.5272692328	12.022612307	-2.3780926455	20.1491765873
Clinton	Eng	O	16.7591959566	6.56636542359	-0.79995173979	15.9592442168
are	Eng	O	28.6406047292	11.3321113265	-0.79995173979	27.8406529894
taken	Eng	O	32.097124461	3.92215793337	-0.79995173979	31.2971727212
when	Eng	O	34.9822529317	-3.61113676646	-0.79995173979	34.1823011919
they	Eng	O	42.7656068901	4.60793949472	-0.79995173979	41.9656551503
grace	Eng	O	20.2788011995	16.3164569152	-0.79995173979	19.4788494597
Buenos	Spn	O	7.16731918217	31.6081845578	-2.37949418743	29.2286903704
Aires	Eng	O	15.9114510568	10.9637881424	-2.3780926455	13.5333584113
with	Eng	O	34.7941120358	-3.61113676646	-0.79995173979	33.9941602961
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
48-hour	Eng	O	-11.1011795245	-18.4794912255	-0.79995173979	-11.9011312643
visit	Eng	O	21.5051237408	15.5175947266	-0.79995173979	20.705172001
.	Punct	O	N/A	N/A	N/A	N/A
That	Eng	O	43.4406015376	6.92541320021	-0.79995173979	42.6406497978
monstrously	Eng	O	23.2138184661	3.26075978518	-0.79995173979	22.4138667263
incongruous	Eng	O	10.5602403896	-5.47714586673	-0.79995173979	9.76028864981
neoliberal	Eng	O	8.51545960598	-2.48678350715	-0.79995173979	7.71550786619
spawn	Eng	O	12.5823059945	-2.6060160716	-0.79995173979	11.7823542548
,	Punct	O	N/A	N/A	N/A	N/A
emblematic	Eng	O	11.0697380889	-0.168040654138	-0.79995173979	10.2697863491
of	Eng	O	24.2129419658	8.38657685144	-0.79995173979	23.412990226
Menem’s	Eng	O	2.01329078462	3.73360536815	-0.79995173979	1.21333904483
pizza	Eng	PERSON/ORG	16.9017615885	6.50759181949	-0.79995173979	16.1018098487
and	Eng	O	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
champagne-filled	Eng	O	8.37943979648	-6.18654088239	-0.79995173979	7.57948805669
reino	Spn	O	10.0321451249	15.1978739736	-2.37949418743	12.8183797862
.	Punct	O	N/A	N/A	N/A	N/A
Lonely	Eng	O	18.7439236236	3.85475110354	-2.3780926455	16.3658309781
caminante	Spn	O	10.1560400535	28.9357403225	-2.37949418743	26.556246135
solitario	Spn	O	21.5582970787	22.0221268376	-1.00696879935	21.0151580383
in	Eng	O	24.4634706325	11.0915247383	-2.3780926455	22.085377987
the	Eng	O	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
early-morning	Eng	O	22.2322520023	-19.6372482425	-0.79995173979	21.4323002625
industrial	Eng	O	37.8557555713	7.24783046836	-0.79995173979	37.0558038315
dark	Eng	O	19.0611147794	9.23443856079	-0.79995173979	18.2611630396
.	Punct	O	N/A	N/A	N/A	N/A
Down	Eng	O	31.2436624079	5.80525023025	-0.79995173979	30.4437106681
in	Eng	O	24.4634706325	11.0915247383	-0.79995173979	23.6635188927
that	Eng	O	43.4406015376	6.92541320021	-0.79995173979	42.6406497978
villa	Spn	O	10.9875628609	18.2184830671	-2.37949418743	15.8389888796
,	Punct	O	N/A	N/A	N/A	N/A
al	Spn	O	15.358576106	17.9815434815	-1.00696879935	16.9745746822
lado	Spn	O	10.1866853699	22.3609490198	-1.00696879935	21.3539802205
de	Spn	O	13.8613083221	21.6054699814	-1.00696879935	20.5985011821
esta	Spn	O	12.6138333823	30.5639219155	-1.00696879935	29.5569531161
moderna	Spn	O	16.2661510719	16.8351892644	-1.00696879935	15.8282204651
carretera	Spn	O	15.0613768573	23.2977848728	-1.00696879935	22.2908160735
,	Punct	O	N/A	N/A	N/A	N/A
pasa	Spn	O	12.8641147651	26.2789920135	-1.00696879935	25.2720232141
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
colectivo	Spn	O	12.1524140996	21.6148747214	-1.00696879935	20.6079059221
(	Punct	O	N/A	N/A	N/A	N/A
bus	Eng	O	21.004896034	12.1613178557	-2.3780926455	18.6268033885
)	Punct	O	N/A	N/A	N/A	N/A
134	Eng	O	-4.46070477539	-1.92592629556	-0.79995173979	-5.26065651518
Mangy	Eng	O	12.8218748171	11.9817874476	-0.79995173979	12.0219230773
dog	Eng	O	22.9640145772	8.88102521148	-0.79995173979	22.1640628374
slinks	Eng	O	8.28091207089	-5.24695133603	-0.79995173979	7.4809603311
along	Eng	O	30.7433106457	8.52918039306	-0.79995173979	29.943358906
.	Punct	O	N/A	N/A	N/A	N/A
Sign	Eng	O	22.211942772	14.8165463289	-0.79995173979	21.4119910322
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
Sarandí	Spn	O	5.75532900056	11.4554332618	-2.37949418743	9.07593907441
,	Punct	O	N/A	N/A	N/A	N/A
the	Eng	O/ORG	36.4407946419	10.3298892733	-2.3780926455	34.0627019964
once	Eng	O/ORG	27.790683455	7.50927722945	-0.79995173979	26.9907317152
middle-class	Eng	O	27.0517513496	-18.1980961539	-0.79995173979	26.2517996098
now	Eng	O	26.3155325156	10.0198570822	-0.79995173979	25.5155807758
hardscrabble	Eng	O	11.2243218988	-16.6595363499	-0.79995173979	10.424370159
Avellaneda	Eng	O	-4.81077129109	-7.39555670886	-0.79995173979	-5.61072303088
barrio	Spn	O	15.9809116348	17.4939098464	-2.37949418743	15.1144156589
,	Punct	O	N/A	N/A	N/A	N/A
birthplace	Eng	PERSON/PERS	15.543605514	-4.88576477167	-2.3780926455	13.1655128685
de	Spn	PERSON/PERS	13.8613083221	21.6054699814	-2.37949418743	19.225975794
Alejandra	Spn	O	-1.24354189762	16.8729677025	-1.00696879935	15.8659989031
Pizarnik	Spn	O	-5.78581100039	-1.9774651463	-1.00696879935	-2.98443394565
.	Punct	O	N/A	N/A	N/A	N/A
On	Eng	O	22.5046277778	7.2126042423	-2.3780926455	20.1265351323
the	Eng	O	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
other	Eng	O	36.7967467715	1.91971934454	-0.79995173979	35.9967950317
side	Eng	O	25.774423613	13.1165715154	-0.79995173979	24.9744718732
of	Eng	O	24.2129419658	8.38657685144	-0.79995173979	23.412990226
el	Spn	O	12.8307496608	20.3546840988	-2.37949418743	17.9751899114
Río	Spn	O	-1.9220898204	8.98773897458	-1.00696879935	7.98077017523
de	Spn	O	13.8613083221	21.6054699814	-1.00696879935	20.5985011821
La	Spn	O	15.0596736711	20.7584499854	-1.00696879935	19.7514811861
Plata	Spn	O	16.3375027079	17.117649044	-1.00696879935	16.1106802446
.	Punct	O	N/A	N/A	N/A	N/A
Yo	Spn	O	15.858309507	17.8710449917	-1.00696879935	16.8640761924
fui	Spn	O	6.36021192896	14.3214034056	-1.00696879935	13.3144346063
.	Punct	O	N/A	N/A	N/A	N/A
Yo	Spn	O	15.858309507	17.8710449917	-1.00696879935	16.8640761924
ehtuve	Spn	O	-9.62320976354	0.186308631745	-1.00696879935	-0.820660167607
.	Punct	O	N/A	N/A	N/A	N/A
Yo	Spn	O	15.858309507	17.8710449917	-1.00696879935	16.8640761924
conocí	Spn	O	7.70767826805	29.0770466727	-1.00696879935	28.0700778734
.	Punct	O	N/A	N/A	N/A	N/A
¿Se	Spn	O	-13.0323861521	-3.05314198715	-1.00696879935	-4.0601107865
puede	Spn	O	4.62796218239	31.0894426189	-1.00696879935	30.0824738196
decir	Spn	O	15.5300955784	29.53990355	-1.00696879935	28.5329347506
—	Eng	O	-6.51619307604	-6.51619307604	-2.3780926455	-8.89428572155
ever	Eng	O	31.3898014109	5.59686634683	-0.79995173979	30.5898496711
—	Eng	O	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
r	Eng	O	8.42274465213	5.03235046653	-0.79995173979	7.62279291234
conozco	Spn	O	4.44958173003	31.5923725354	-2.37949418743	29.212878348
?	Punct	O	N/A	N/A	N/A	N/A
¿Quién	Spn	O	-22.8066757662	1.19279781099	-1.00696879935	0.185829011633
se	Spn	O	16.0263074399	20.0527388466	-1.00696879935	19.0457700473
atreve	Spn	O	3.00951821206	17.1969771798	-1.00696879935	16.1900083805
?	Punct	O	N/A	N/A	N/A	N/A
And	Eng	O	34.6599707262	16.3582560041	-2.3780926455	32.2818780807
after	Eng	O	30.8527322969	3.41309458736	-0.79995173979	30.0527805571
how	Eng	O	26.0285002167	8.30762623482	-0.79995173979	25.2285484769
long	Eng	O	28.666363123	11.8468506994	-0.79995173979	27.8664113832
?	Punct	O	N/A	N/A	N/A	N/A
Conocí	Spn	O	7.70767826805	29.0770466727	-2.37949418743	26.6975524853
el	Spn	O	12.8307496608	20.3546840988	-1.00696879935	19.3477152994
otro	Spn	O	4.332687388	21.2330272812	-1.00696879935	20.2260584818
día	Spn	O	-1.53404654544	18.712997241	-1.00696879935	17.7060284416
a	Eng	O	17.3258830744	14.3289979261	-2.3780926455	14.9477904289
un	Spn	O	13.2822159303	18.5712294013	-2.37949418743	16.1917352139
periodista	Spn	O	23.658094006	28.3836886765	-1.00696879935	27.3767198772
Latino	Spn	PERSON/ORG	15.6207826769	16.1992214885	-1.00696879935	15.1922526891
,	Punct	O	N/A	N/A	N/A	N/A
reportero	Eng	O	22.3218867369	20.8725706248	-2.3780926455	19.9437940914
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
the	Eng	O	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
Los	Spn	O	18.9596508891	24.811570061	-2.37949418743	22.4320758736
Angeles	Eng	O	24.7278568136	16.5571665176	-2.3780926455	22.3497641681
Times	Eng	O	36.914041108	9.38793508759	-0.79995173979	36.1140893682
.	Punct	O	N/A	N/A	N/A	N/A
Hot-to-trot	Eng	O/PERS	-9.89760701112	-15.350200961	-0.79995173979	-10.6975587509
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
his	Eng	O	23.6703204905	10.1156489941	-0.79995173979	22.8703687507
new	Eng	O	23.5156579978	8.95273786622	-0.79995173979	22.715706258
field	Eng	O	24.0759275938	10.8360256958	-0.79995173979	23.275975854
assignment	Eng	O	29.7278439219	-10.881966549	-0.79995173979	28.9278921821
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
Latinoamérica	Spn	O	-3.05473455388	11.2824139999	-1.00696879935	10.2754452006
.	Punct	O	N/A	N/A	N/A	N/A
3–5	Spn	O	-9.16118514118	-7.32527588734	-1.00696879935	-8.33224468669
years	Eng	O	40.0946025292	-3.74118701952	-2.3780926455	37.7165098837
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
Buenos	Spn	O/PERS	7.16731918217	31.6081845578	-1.00696879935	30.6012157585
Aires	Eng	O	15.9114510568	10.9637881424	-2.3780926455	13.5333584113
,	Punct	O	N/A	N/A	N/A	N/A
all	Eng	O	28.4957045692	15.1279488924	-0.79995173979	27.6957528294
expenses	Eng	O	34.3747342815	11.2724936441	-0.79995173979	33.5747825417
paid	Eng	O	24.1789709613	7.16639134793	-0.79995173979	23.3790192215
.	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	15.9013399098	30.2161581373	-2.37949418743	27.8366639498
creo	Spn	O	12.080121113	23.3219211527	-1.00696879935	22.3149523534
que	Spn	O	9.91253492829	28.9576207281	-1.00696879935	27.9506519288
él	Spn	O/ORG	-9.77428961406	12.200338611	-1.00696879935	11.1933698117
no	Spn	O/ORG	20.5945773083	21.1611067622	-1.00696879935	20.1541379629
ve	Spn	O	9.90413004068	15.6122868229	-1.00696879935	14.6053180235
mucho	Spn	O	18.2558605027	30.6166298194	-1.00696879935	29.60966102
.	Punct	O	N/A	N/A	N/A	N/A
Not	Eng	O	27.6022393222	14.746261133	-2.3780926455	25.2241466767
yet	Eng	O	23.6378096218	1.38871169541	-0.79995173979	22.837857882
anyway	Eng	O	39.6878905292	-3.17247021981	-0.79995173979	38.8879387894
.	Punct	O	N/A	N/A	N/A	N/A
The	Eng	O	36.4407946419	10.3298892733	-0.79995173979	35.6408429021
Avellaneda	Eng	O	-4.81077129109	-7.39555670886	-0.79995173979	-5.61072303088
garbage	Eng	O	25.7087810645	-2.62490604368	-0.79995173979	24.9088293247
dump	Eng	O	17.194983157	1.44912749643	-0.79995173979	16.3950314172
.	Punct	O	N/A	N/A	N/A	N/A
It’s	Eng	O	7.75572249624	-3.17764049565	-0.79995173979	6.95577075645
huge	Eng	O	20.9744265506	3.19673829902	-0.79995173979	20.1744748108
.	Punct	O	N/A	N/A	N/A	N/A
Como	Spn	O	14.7694248589	29.4864312728	-2.37949418743	27.1069370854
de	Spn	O	13.8613083221	21.6054699814	-1.00696879935	20.5985011821
película	Spn	O	-4.51157907742	33.324045222	-1.00696879935	32.3170764227
.	Punct	O	N/A	N/A	N/A	N/A
Como	Spn	O	14.7694248589	29.4864312728	-1.00696879935	28.4794624735
en	Spn	O	11.7453272047	20.2379247267	-1.00696879935	19.2309559273
esa	Spn	O	4.84852531262	22.7062396413	-1.00696879935	21.6992708419
película	Spn	O	-4.51157907742	33.324045222	-1.00696879935	32.3170764227
neocelandesa	Spn	O	-11.4153705904	-6.07792494347	-1.00696879935	-7.08489374282
“	Eng	O	-6.51619307604	-6.51619307604	-2.3780926455	-8.89428572155
Smash	Eng	O	14.4738186398	-7.01273531886	-0.79995173979	13.6738669
Palace	Eng	O	16.8984709239	17.9135536896	-0.79995173979	16.0985191841
"	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
la	Spn	O	15.0596736711	20.7584499854	-2.37949418743	18.378955798
que	Spn	O	9.91253492829	28.9576207281	-1.00696879935	27.9506519288
vi	Spn	O	8.33959375868	12.4777445347	-1.00696879935	11.4707757353
con	Spn	O	19.5614094238	25.713392297	-1.00696879935	24.7064234977
mi	Spn	O/PERS	11.3642540999	18.8899933505	-1.00696879935	17.8830245511
phony	Eng	O/PERS	18.1017748154	-3.68049613896	-2.3780926455	15.7236821699
press	Eng	O	30.6199908376	15.1061268743	-0.79995173979	29.8200390978
pass	Eng	O	22.4214715876	14.9938433166	-0.79995173979	21.6215198478
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
ese	Spn	O	6.23481967374	23.182949385	-1.00696879935	22.1759805857
International	Eng	O	60.5211867066	22.3246875091	-2.3780926455	58.1430940611
Film	Eng	O	19.6906115483	13.7638915413	-0.79995173979	18.8906598086
Festival	Eng	O	11.9711532171	5.05912529379	-0.79995173979	11.1712014774
en	Spn	O	11.7453272047	20.2379247267	-2.37949418743	17.8584305393
Johannesburg	Eng	O	0.773378987246	-13.5692708056	-2.3780926455	-1.60471365826
:	Punct	O	N/A	N/A	N/A	N/A
you	Eng	O	33.1670346729	14.5196129331	-0.79995173979	32.3670829331
had	Eng	O	28.464418403	9.16466276777	-0.79995173979	27.6644666632
to	Eng	O	25.8573893813	12.6868182002	-0.79995173979	25.0574376415
be	Eng	O	22.1673128834	7.9015135489	-0.79995173979	21.3673611436
“	Eng	O	-6.51619307604	-6.51619307604	-0.79995173979	-7.31614481583
foreign	Eng	O	31.6982431145	-2.5166241678	-0.79995173979	30.8982913747
press	Eng	O	30.6199908376	15.1061268743	-0.79995173979	29.8200390978
"	Punct	O	N/A	N/A	N/A	N/A
para	Spn	O	19.548622753	30.3122244174	-2.37949418743	27.93273023
ver	Spn	O	14.7730245126	21.9463194514	-1.00696879935	20.939350652
esas	Spn	O	1.5904287746	24.2795427978	-1.00696879935	23.2725739985
peligrosas	Spn	O	-11.720919334	32.3295543887	-1.00696879935	31.3225855893
,	Punct	O	N/A	N/A	N/A	N/A
uncensored	Eng	O	9.39622317005	-7.69456017438	-2.3780926455	7.01813052454
foreign	Eng	O	31.6982431145	-2.5166241678	-0.79995173979	30.8982913747
films	Eng	O	19.0809817141	14.6367172716	-0.79995173979	18.2810299743
entonces	Spn	O	8.23722797214	40.1238087521	-2.37949418743	37.7443145647
)	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
in	Eng	O	24.4634706325	11.0915247383	-2.3780926455	22.085377987
which	Eng	O	36.0630908607	-0.600137020779	-0.79995173979	35.2631391209
el	Spn	O	12.8307496608	20.3546840988	-2.37949418743	17.9751899114
main	Eng	O	24.0611027752	7.15968526987	-2.3780926455	21.6830101297
character	Eng	O	33.3782505418	14.5557836556	-0.79995173979	32.5782988021
trabajaba	Spn	O	-1.6589672937	30.8968584095	-2.37949418743	28.5173642221
in	Eng	O	24.4634706325	11.0915247383	-2.3780926455	22.085377987
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
huge	Eng	O	20.9744265506	3.19673829902	-0.79995173979	20.1744748108
,	Punct	O	N/A	N/A	N/A	N/A
broken-down	Eng	O	14.5148945517	-13.4722977221	-0.79995173979	13.714942812
car	Eng	O	25.3146437831	16.0168456016	-0.79995173979	24.5146920433
graveyard	Eng	O	14.600286484	0.991183707201	-0.79995173979	13.8003347442
.	Punct	O	N/A	N/A	N/A	N/A
Pues	Spn	O	7.19291153986	28.5061258437	-2.37949418743	26.1266316563
it’s	Eng	O	7.75572249624	-3.17764049565	-2.3780926455	5.37762985073
big	Eng	O	23.5794068391	8.62210197451	-0.79995173979	22.7794550993
,	Punct	O	N/A	N/A	N/A	N/A
this	Eng	O	38.6553078008	5.48340823208	-0.79995173979	37.855356061
garbage	Eng	O	25.7087810645	-2.62490604368	-0.79995173979	24.9088293247
dump	Eng	O	17.194983157	1.44912749643	-0.79995173979	16.3950314172
,	Punct	O	N/A	N/A	N/A	N/A
just	Eng	O/ORG	34.1514222961	10.6219947174	-0.79995173979	33.3514705563
like	Eng	O/ORG	35.806296869	6.02830705573	-0.79995173979	35.0063451292
that	Eng	O/ORG	43.4406015376	6.92541320021	-0.79995173979	42.6406497978
one	Eng	O/ORG	28.524552063	6.15173228162	-0.79995173979	27.7246003232
.	Punct	O	N/A	N/A	N/A	N/A
Carrion	Eng	PERSON/PERS	21.3820412351	17.1369078499	-0.79995173979	20.5820894953
birds	Eng	O	20.2821378773	1.21605142366	-0.79995173979	19.4821861375
wheel	Eng	O	27.6006133502	-8.25552766561	-0.79995173979	26.8006616104
and	Eng	O	34.6599707262	16.3582560041	-0.79995173979	33.8600189864
flock	Eng	O	14.2550044237	3.11891118724	-0.79995173979	13.4550526839
overhead	Eng	O	28.4554327584	-13.2322249668	-0.79995173979	27.6554810186
.	Punct	O	N/A	N/A	N/A	N/A
La	Spn	O	15.0596736711	20.7584499854	-2.37949418743	18.378955798
